event_ID,event_year,event_time,event_state,latitude,longitude,phase_group,far_part,crew_cat,crew_age,crew_sex,med_certf,total_fatal,probable_cause,acft_make,acft_model,wx_cond,wind_speed,visibility,temperature
20150818X14949,2015,2237,NC,351249N,0805657W,502,121,CPLT,40,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Wind-Windshear-Effect on operation - C,AIRBUS,A321,VMC,6,6,81
20150824X02325,2015,1830,CA,374318N,1221318W,251,121,CPLT,,,CL1,0,Aircraft-Aircraft handling/service-Towing and taxiing-Taxiing-Incorrect use/operation - C,BOEING,737 7H4,VMC,,,0
20150824X30257,2015,1815,AK,060234N,1523532W,552,135,PLT,67,,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Directional control-Not attained/maintained - C,CESSNA,180,VMC,,10,54
20150914X02927,2015,1640,AK,063470N,0014640W,300,135,PLT,62,,CL1,0,Not determined-Not determined-(general)-(general)-Unknown/Not determined - C,HELIO,H 295,VMC,,10,28
20150917X51906,2015,135,IN,041372N,0872452W,550,135,PLT,56,,CL2,0,Aircraft-Aircraft systems-Landing gear system-(general)-Incorrect use/operation - C,BEECH,58,VMC,5,20,63
20150922X63000,2015,2340,AK,612927N,1622437W,350,135,PASS,,M,,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Climb rate-Not attained/maintained - C,HELIO,H 395,VMC,17,10,39
20151005X22228,2015,1518,,254537N,0076926W,402,121,CABN,,,,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel - C,AIRBUS,A319,IMC,,,0
20151005X35533,2015,510,,551259N,0160635E,400,121,CPLT,58,M,CL1,0,Aircraft-Aircraft power plant-Engine (turbine/turboprop)-Turbine section-Fatigue/wear/corrosion - C,BOEING,747,Unk,,,0
20151013X20937,2015,1300,ID,433420N,1161426W,404,135,PLT,30,,CL2,0,Aircraft-Fluids/misc hardware-Fluids-Fuel-Fluid level - C,CESSNA,T210K,VMC,4,3,48
20151022X65901,2015,2100,NY,411421N,0733447W,400,121,CPLT,36,M,CL1,0,Personnel issues-Task performance-(general)-(general)-Cabin crew - C,BOEING,737 3H4,Unk,,,0
20151023X50751,2015,2256,TX,325350N,0097216W,151,121,CPLT,53,M,CL1,0,Personnel issues-Action/decision-Action-Incorrect action performance-Other/unknown - C,BOEING,757 223,Unk,12,10,82
20151026X81321,2015,1435,KS,038031N,0098238W,402,121,CPLT,34,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Clear air turbulence-Effect on personnel - C,BOEING,737-924ER,VMC,15,10,52
20151029X44249,2015,1633,FL,026429N,0080848W,251,121,,,,,0,Aircraft-Aircraft systems-Fuel system-Fuel distribution-Incorrect service/maintenance - C,BOEING,767,VMC,,,0
20151107X52955,2015,1100,TX,294537N,0952211W,404,121,CPLT,50,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel - C,BOEING,787,IMC,6,1.5,73
20151110X65615,2015,1952,OH,041317N,0812525W,502,135,CPLT,50,M,CL1,9,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Angle of attack-Capability exceeded,BRITISH AEROSPACE,HS 125 700A,IMC,8,1.5,52
20151117X75807,2015,235,OR,045359N,1223632W,253,135,PLT,33,M,CL1,0,Personnel issues-Psychological-Attention/monitoring-Monitoring other aircraft-Flight service personnel - C,PIPER,PA 31-350,VMC,9,7,45
20151124X65446,2015,2044,PA,395251N,0751511W,402,121,CPLT,48,,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Clear air turbulence-Effect on personnel - C,AIRBUS INDUSTRIE,A319 112,VMC,75,10,0
20151130X61148,2015,2215,MO,383747N,0901426W,404,121,CPLT,41,,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Clear air turbulence-Effect on personnel - C,BOEING,737 7H4,IMC,6,7,41
20151204X01344,2015,125,IL,414951N,0874051W,253,135,CPLT,20,F,CL1,0,Environmental issues-Conditions/weather/phenomena-Light condition-Dark-Not specified,CESSNA,208B,VMC,8,10,63
20151208X12500,2015,1205,,,,153,121,,,,,0,,BOEING,777 223,Unk,,,0
20151213X84149,2015,1953,MT,472937N,1111653W,404,121,CPLT,61,M,,0,Environmental issues-Conditions/weather/phenomena-Turbulence-(general)-Effect on personnel - C,AIRBUS,A319 115,IMC,,,0
20151216X41606,2015,2330,TN,003660N,0086360W,253,121,CPLT,61,,CL1,0,Aircraft-Aircraft handling/service-Towing and taxiing-Taxiing-Not specified - C,BOEING,737 3H4,VMC,3,10,63
20151223X30310,2015,1631,WA,472749N,1221848W,551,121,CPLT,41,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Light condition-Glare-Effect on personnel,BOEING,737,VMC,7,10,37
20160104X11840,2016,2105,AK,068442N,1515347W,400,135,PLT,57,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Heading/course-Not attained/maintained - C,CESSNA,208B,VMC,7,6,19
20160104X82221,2015,1500,IN,041372N,0872452W,502,135,PLT,68,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Descent/approach/glide path-Not attained/maintained - C,BEECH,200,VMC,7,10,32
20160106X80332,2016,2130,NC,355239N,0784715W,402,121,CPLT,35,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel - C,EMBRAER,ERJ 170 100 SE,VMC,7,,43
20160112X24550,2015,1526,,000000N,0000000E,402,121,CPLT,53,,,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel - C,BOEING,777 223,Unk,,,0
20160119X15230,2015,2041,CA,032526N,0116330W,500,121,CABN,,,,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Clear air turbulence-Effect on personnel - C,BOEING,737 76N,VMC,9,10,61
20160119X20258,2015,716,NC,035179N,0804917W,502,121,CABN,,,,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Clear air turbulence-Effect on personnel - C,BOEING,737 7H4,IMC,7,7,63
20160121X00157,2016,1923,AK,613125N,0166846W,550,135,PASS,,F,,0,Environmental issues-Operating environment-Airport facilities/design-Airport lighting-Effect on operation,CESSNA,CE-208,VMC,20,8,21
20160126X75122,2016,2222,NJ,404114N,0741039W,153,121,CPLT,32,,CL1,0,Environmental issues-Physical environment-Runway/land/takeoff/taxi surface-Snow/slush/ice covered surface-Effect on operation - F,MCDONNELL DOUGLAS CORPORATION,MD 88,VMC,7,10,36
20160127X70645,2016,1304,MI,421319N,0832123W,300,121,,,,,0,Personnel issues-Task performance-Communication (personnel)-Crew/duty change-over-ATC personnel - F,BOMBARDIER INC,CL600 2D24,VMC,9,10,28
20160129X24835,2016,2330,FL,028300N,0079300W,404,121,CPLT,37,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Clear air turbulence-Effect on personnel - C,BOEING,737 7H4,VMC,,,0
20160201X52407,2016,705,FL,026418N,0080859W,301,121,,,,,0,Personnel issues-Action/decision-Info processing/decision-Identification/recognition-ATC personnel - C,AIRBUS,A321 231,VMC,6,10,64
20160210X70158,2016,1400,TX,325050N,0096516W,300,135,CPLT,49,M,CL1,0,Aircraft-Aircraft systems-Flight control system-Aileron control system-Malfunction - C,Cessna,560,VMC,,10,37
20160216X30252,2016,2235,MN,445255N,0931318W,404,121,CPLT,50,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel - C,AIRBUS INDUSTRIE,A319 132,IMC,,,0
20160218X94149,2016,1110,MI,421227N,0083217W,250,121,CPLT,49,M,CL1,0,Personnel issues-Action/decision-Info processing/decision-Decision making/judgment-Flight crew - C,Boeing,737,VMC,,,28
20160222X93713,2016,1645,AK,594511N,1545446W,402,121,FENG,,M,,0,Aircraft-Aircraft handling/service-Maintenance/inspections-Scheduled maint checks-Related maintenance info - F,LOCKHEED,382G,VMC,5,10,32
20160225X92701,2016,523,MO,384455N,0902212W,550,121,,,,,0,Personnel issues-Action/decision-Action-Incorrect action selection-Pilot - F,EMBRAER,EMB145,VMC,22,10,45
20160323X61831,2016,1300,ME,044336N,0069557W,502,135,PLT,31,F,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Clear air turbulence-Effect on equipment - C,BEECH,99,IMC,20,4,46
20160330X72920,2016,1231,NM,035112N,0106300W,551,121,CPLT,50,,CL1,0,Personnel issues-Action/decision-Action-Incorrect action performance-Pilot - C,BOEING,767 34AF,VMC,19,10,48
20160409X10944,2016,1714,AK,571640N,1341434W,400,135,PLT,60,M,CL2,3,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Airspeed-Not attained/maintained - C,CESSNA,206,IMC,4,7,45
20160413X30204,2016,148,HI,021194N,1575513W,509,135,,,,,0,Personnel issues-Action/decision-Info processing/decision-Decision making/judgment-ATC personnel - C,CESSNA,208B,VMC,9,9,82
20160413X94401,2016,2336,TX,325350N,0097216W,253,135,,,,,0,Personnel issues-Action/decision-Action-Incorrect action selection-Flight crew,EMBRAER S A,EMB-505,VMC,17,10,81
20160415X02200,2016,2324,CA,032441N,1171123W,750,121,,,,,0,Personnel issues-Action/decision-Action-Unnecessary action-Ground crew - C,BOEING,737 76Q,VMC,8,10,66
20160502X75955,2016,552,CA,037378N,1222232W,153,121,CPLT,30,M,,0,Aircraft-Aircraft handling/service-Towing and taxiing-Towing-Incorrect use/operation - C,BOMBARDIER INC,CL 600 2B19,VMC,,,0
20160510X50022,2016,20,,,,201,121,,,,,0,,BOEING,767,,,,0
20160516X92239,2016,2300,PA,395228N,0751431W,500,121,CPLT,35,,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Clear air turbulence-Effect on personnel - C,AIRBUS INDUSTRIE,A320 214,Unk,47,,0
20160602X32125,2016,1730,AK,603937N,0150541W,250,135,PASS,,,,0,Environmental issues-Physical environment-Terrain-Rough terrain-Decision related to condition - C,CESSNA,U206G,VMC,8,10,61
20160606X22549,2016,1345,,372748N,1262624E,301,121,,,,,0,,MCDONNELL DOUGLAS,MD11,,,,0
20160609X10842,2016,256,TX,294112N,0094217W,402,121,CPLT,45,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Clear air turbulence-Effect on personnel - C,BOEING,737 724,VMC,40,,0
20160613X45543,2016,1130,IA,042339N,0094110W,100,135,CPLT,22,M,CL1,0,Aircraft-Aircraft handling/service-Loading-(general)-Inadequate inspection - C,CESSNA,208,VMC,,10,55
20160614X04330,2016,1530,NV,036448N,0011598W,500,121,,,,,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Wake turbulence-Effect on personnel - C,BOEING,737-932ER,VMC,,,0
20160616X04226,2016,1230,PA,405034N,0775033W,502,135,PLT,60,M,CL1,2,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Descent/approach/glide path-Not attained/maintained - C,PIPER,PA31,IMC,,1,63
20160627X12318,2016,1200,,,,100,121,,,,,0,,AIRBUS INDUSTRIE,A330 323,,,,0
20160627X21034,2016,1800,LA,293537N,0090910W,400,121,,,,,0,Personnel issues-Task performance-Use of equip/info-(general)-Cabin crew - C,BOEING,737,Unk,,,0
20160630X55224,2016,200,PR,181549N,0006605W,154,135,PASS,,,,0,Aircraft-Aircraft systems-Landing gear system-Brake-Not used/operated - C,BEECH,B200,VMC,,10,79
20160707X02944,2016,1307,NY,403829N,0734643W,100,121,,,,,0,Aircraft-Aircraft power plant-Engine fuel and control-Fuel indicating system-Damaged/degraded,BOEING,757,Unk,,,0
20160708X61700,2016,242,SD,044851N,0103624W,550,121,CPLT,51,M,CL1,0,Personnel issues-Action/decision-Action-Lack of action-ATC personnel,AIRBUS INDUSTRIE,A320 211,VMC,4,10,73
20160723X91246,2016,2045,NY,403839N,0734714W,401,121,CPLT,54,F,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel - C,AIRBUS,A321 231,VMC,22,6,0
20160726X02205,2016,2010,TX,029381N,0953928W,552,135,CPLT,59,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Surface speed/braking-Attain/maintain not possible,EMBRAER,EMB-505,VMC,8,3,75
20160729X31455,2016,805,CA,041138N,0124037W,401,135,PLT,54,M,CL2,4,Aircraft-Aircraft systems-Electrical power system-Electrical pwr sys wiring-Design,PIPER,PA-31T,IMC,4,,55
20160802X22428,2016,50,UT,004016N,1112858W,401,135,PLT,22,M,CL1,0,Environmental issues-Physical environment-Object/animal/substance-Wire-Effect on operation,BEECH,C 99,VMC,4,10,88
20160803X71952,2016,511,,028480N,0067360W,400,121,CPLT,38,,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Clear air turbulence-Effect on personnel - C,AIRBUS,A321 231,VMC,,,0
20160805X44633,2016,102,MD,003900N,0007600W,200,121,CPLT,45,,CL1,0,Aircraft-Aircraft handling/service-Towing and taxiing-Towing-Incorrect use/operation - C,BOEING,737 3H4,VMC,4,10,79
20160805X50153,2016,2100,OH,412434N,0815117W,404,121,CPLT,25,,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel - C,EMBRAER,ERJ 170 100 SE,VMC,,,0
20160805X51304,2016,2345,,001900N,0008100W,404,121,CPLT,56,,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Clear air turbulence-Effect on personnel - C,AIRBUS,A319 115,VMC,20,10,0
20160811X81653,2016,30,NY,403824N,0734648W,100,121,CPLT,40,,CL1,0,Personnel issues-Action/decision-Action-Incorrect action performance-Other/unknown - C,BOEING,737 832,VMC,10,10,77
20160812X71506,2016,109,SD,432955N,1002848W,402,121,,,,,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel - C,AIRBUS,A320 232,IMC,,,0
20160822X94859,2016,1615,TX,031335N,0097921W,404,121,CPLT,47,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel - C,BOEING,737 924,VMC,,,0
20160823X90755,2016,1746,AK,591241N,1513318W,551,135,PLT,63,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Aircraft capability-Landing distance-Not attained/maintained - C,CESSNA,T207,VMC,,10,54
20160827X31134,2016,1430,FL,302824N,0871112W,400,121,,,,,0,Aircraft-Aircraft power plant-Engine (turbine/turboprop)-Compressor section-Fatigue/wear/corrosion - C,BOEING,737-700,VMC,6,10,81
20160830X35738,2016,0,AK,065160N,0145140W,250,135,PASS,,M,,0,Environmental issues-Physical environment-Runway/land/takeoff/taxi surface-(general)-Awareness of condition - C,PIPER,PA18,VMC,6,10,59
20160831X62719,2016,1801,AK,614753N,1612956W,400,135,PLT,48,M,CL1,5,Personnel issues-Psychological-Attention/monitoring-Monitoring other aircraft-Pilot - C,CESSNA,208,VMC,,10,52
20160908X11147,2016,210,,004600N,0382812E,402,121,CPLT,37,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel - C,BOEING,767 322,VMC,,,0
20160909X71952,2016,1930,AK,573938N,0153198W,350,135,PLT,31,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Airspeed-Not attained/maintained - C,DEHAVILLAND,DHC-2,VMC,15,10,0
20160920X74309,2016,1620,AK,652812N,1472018W,300,135,PLT,36,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Directional control-Attain/maintain not possible - C,HELIO,H 295,VMC,4,10,39
20160921X20513,2016,1537,WA,482751N,1225712W,404,135,PASS,,F,,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Altitude-Not attained/maintained - C,DEHAVILLAND,BEAVER DHC 2 MK.1,IMC,3,7,50
20160927X51937,2016,1415,VA,385711N,0772723W,100,121,CPLT,47,,CL1,0,Aircraft-Aircraft systems-Landing gear system-Gear extension and retract sys-Malfunction,BOMBARDIER INC,DHC 8 202,VMC,4,10,63
20160928X65149,2016,0,AK,634720N,1464755W,300,135,PLT,42,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Aircraft capability-Takeoff distance-Capability exceeded - C,HELIO,H-295,VMC,,10,37
20161002X25827,2016,1957,AK,059956N,1603912W,402,135,CPLT,29,M,CL2,3,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Altitude-Not attained/maintained,CESSNA,208B,VMC,,7,45
20161011X51744,2016,2325,CO,395142N,1044023W,151,121,,,,,0,Personnel issues-Task performance-(general)-(general)-Cabin crew - C,BOEING,737-8H4,Unk,,,0
20161026X21815,2016,1222,MA,042843N,0072438W,552,121,,,,,0,Environmental issues-Conditions/weather/phenomena-Ceiling/visibility/precip-Low visibility-Effect on personnel - F,DOUGLAS,DC 9 83,IMC,3,0.75,55
20161027X20715,2016,2342,NY,040469N,0073536W,551,121,CPLT,48,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Landing flare-Not specified - F,BOEING,737 7L9,IMC,7,2.5,55
20161027X90950,2016,2250,WA,472650N,1221851W,350,121,,,,,0,Aircraft-Aircraft power plant-Engine fuel and control-Fuel distribution-Failure - C,AIRBUS,A330 223,Unk,3,10,57
20161028X72837,2016,,IL,041588N,0087554W,301,121,CPLT,57,M,CL1,0,Aircraft-Aircraft power plant-Engine (turbine/turboprop)-Turbine section-Failure,BOEING,767,VMC,11,10,61
20161028X93712,2016,2151,FL,026439N,0080840W,100,121,CPLT,47,M,CL1,0,Aircraft-Aircraft systems-Landing gear system-Main landing gear-Fatigue/wear/corrosion - C,MCDONNELL DOUGLAS,MD 10-10F,VMC,15,10,79
20161119X04951,2016,320,NV,040502N,1154659W,350,135,PLT,63,M,CL1,4,Aircraft-Aircraft power plant-Engine (turbine/turboprop)-(general)-Malfunction - C,PIPER,PA 31T,VMC,7,10,34
20161122X01429,2016,1300,PA,040733N,0076177W,300,135,PASS,,M,,0,Environmental issues-Physical environment-Object/animal/substance-Animal(s)/bird(s)-Ability to respond/compensate - C,RAYTHEON AIRCRAFT COMPANY,58,VMC,4,10,41
20161123X24110,2016,2025,ID,045617N,1144755W,300,135,PLT,24,M,CL2,0,Environmental issues-Physical environment-Runway/land/takeoff/taxi surface-(general)-Effect on operation - C,CESSNA,172,VMC,,10,55
20161128X83501,2016,2359,MN,465021N,0963951W,502,135,PLT,59,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Climb rate-Not attained/maintained - C,BEECH,200,IMC,7,0.5,34
20161205X33941,2016,322,GA,311311N,0084917W,100,135,PLT,39,M,CL1,1,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Dynamic load-Capability exceeded,FAIRCHILD,SA227,IMC,13,8,61
20161205X55455,2016,2053,TX,293153N,0098286W,552,121,CABN,,,,0,Aircraft-Aircraft systems-Landing gear system-Gear extension and retract sys-Failure - C,EMBRAER,ERJ170 200LR,VMC,10,10,0
20161208X21155,2016,1450,IL,393010N,0875548W,402,121,,,,,0,Aircraft-Aircraft power plant-Engine (turbine/turboprop)-Turbine section-Failure - C,BOMBARDIER INC,CL 600 2C10,Unk,,,0
20161212X23428,2016,1237,UT,384511N,1094510W,350,135,PLT,64,M,CL2,1,Environmental issues-Conditions/weather/phenomena-Ceiling/visibility/precip-(general)-Effect on operation,QUEST AIRCRAFT COMPANY LLC,KODIAK 100,VMC,4,10,34
20161216X60544,2016,147,CO,395136N,1044012W,404,121,CPLT,53,,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Terrain induced turbulence-Awareness of condition - F,BOEING,737 824,IMC,,,0
20161219X82155,2016,143,CA,037378N,1222238W,251,121,CPLT,27,M,CL1,0,Personnel issues-Action/decision-Info processing/decision-Expectation/assumption-Pilot,BOMBARDIER INC,CL 600 2B19,VMC,9,10,57
20161221X32443,2016,157,AK,625710N,1553620W,404,135,PLT,60,M,CL2,0,Aircraft-Aircraft systems-Electrical power system-Alternator-generator drive sys-Failure - C,PIPER,PA 32R-300,VMC,,10,-9
20161228X02152,2016,2000,AK,615137N,1512420W,300,135,PLT,63,M,CL2,0,Environmental issues-Physical environment-Runway/land/takeoff/taxi surface-Snow/slush/ice covered surface-Effect on operation - C,MAULE,MX 7,VMC,4,10,18
20170117X55850,2017,20,AK,572942N,1573224W,400,135,PASS,,F,,0,Environmental issues-Conditions/weather/phenomena-Temp/humidity/pressure-Conducive to structural icing-Decision related to condition - C,PIPER,PA-32,IMC,5,1.75,9
20170119X81250,2017,1848,MT,454828N,1083234W,350,135,PLT,25,M,CL2,0,Aircraft-Aircraft systems-Landing gear system-Landing gear actuator-Failure - C,BEECH,99,VMC,12,10,39
20170124X45041,2017,2330,MD,391039N,0076408W,350,121,,,,,0,Aircraft-Aircraft power plant-Engine (turbine/turboprop)-Compressor section-Failure - C,BOMBARDIER INC,CL 600 2B19,Unk,,,0
20170216X44213,2017,1642,NC,351250N,0080577W,300,121,CPLT,45,M,UNK,0,Environmental issues-Physical environment-Object/animal/substance-Animal(s)/bird(s)-Effect on equipment - C,BOMBARDIER INC,CL 600 2C10,VMC,5,10,48
20170222X25255,2017,2004,,182648N,0642540W,552,135,,,,,0,,CESSNA,402C,,,,0
20170222X80758,2017,1615,VA,385711N,0772723W,404,121,CPLT,25,,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Clear air turbulence-Effect on personnel - C,BOMBARDIER INC,DHC 8 311,VMC,,10,54
20170223X20017,2017,400,CA,373642N,1222132W,502,121,,,,,0,Environmental issues-Conditions/weather/phenomena-(general)-(general)-Contributed to outcome,EMBRAER S A,ERJ 170-200 LR,VMC,19,10,61
20170224X03359,2017,250,AZ,033263N,0112042W,100,121,CPLT,48,M,CL2,0,Personnel issues-Task performance-Planning/preparation-(general)-Ground crew - C,BOEING,737 76N,VMC,8,,72
20170301X74824,2017,715,,031503N,0364714E,550,121,,,,,0,,BOEING,767 33A,,,,0
20170307X03418,2017,1745,OK,341419N,0951514W,402,135,PLT,72,M,CL2,0,Aircraft-Aircraft systems-Electrical power system-Starter-generator-Incorrect use/operation - C,BEECH,C90A,IMC,8,2,45
20170308X73155,2017,1955,MI,421438N,0833233W,301,121,CPLT,54,M,CL1,0,Aircraft-Aircraft systems-Equipment/furnishings-Escape slide-Incorrect service/maintenance,MCDONNELL DOUGLAS,MD80,VMC,35,10,52
20170309X11947,2017,200,CO,003791N,0107450W,300,135,CPLT,33,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Wind-Crosswind-Contributed to outcome - C,BEECH,C 99,IMC,13,,30
20170309X64014,2017,2150,,,,151,121,,,,,0,,BOEING,757-223,,,,0
20170317X92137,2017,115,TX,032540N,0097226W,400,121,CPLT,33,,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel - C,MCDONNELL DOUGLAS,DC 9 83(MD-83),IMC,,,0
20170320X23451,2017,1830,HI,211240N,1565825W,508,135,PLT,49,F,CL1,0,Aircraft-Aircraft oper/perf/capability-Aircraft capability-Climb capability-Capability exceeded,CESSNA,208,VMC,6,10,81
20170320X74630,2017,1611,OH,039549N,0841319W,500,121,,,,,0,Aircraft-Aircraft power plant-Engine (turbine/turboprop)-Accessory drives-Failure - C,DOUGLAS,DC 9 83,Unk,,,0
20170323X35223,2017,1535,AK,552040N,1313948W,300,135,PLT,29,M,CL2,0,Environmental issues-Physical environment-Object/animal/substance-Sign/marker-Effect on operation - C,DEHAVILLAND,DHC-2,VMC,,10,36
20170331X95128,2017,1810,CA,335633N,1182429W,251,121,CPLT,50,M,CL1,0,Aircraft-Aircraft systems-Landing gear system-Brake-Failure - C,AIRBUS,A319 114,VMC,6,10,61
20170419X83518,2016,323,VA,371944N,0077657W,402,121,CPLT,42,M,CL1,0,Personnel issues-Miscellaneous-(general)-(general)-Cabin crew - C,BOEING,717 200,VMC,,,0
20170426X40247,2017,2100,FL,282546N,0811832W,404,121,CPLT,53,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel - C,EMBRAER,ERJ 190 100 IGW,VMC,,,0
20170429X35104,2017,448,TX,351147N,1014217W,350,135,CABN,29,M,,3,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Heading/course-Not attained/maintained,PILATUS AIRCRAFT LTD,PC 12,IMC,21,10,45
20170502X12758,2017,2150,AK,056825N,1584818W,400,135,PLT,54,M,CL2,1,Environmental issues-Conditions/weather/phenomena-Ceiling/visibility/precip-Low visibility-Decision related to condition - C,CESSNA,208B,IMC,,10,39
20170505X00640,2017,1051,WV,382233N,0813535W,551,135,CPLT,,,CL1,2,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Descent rate-Not attained/maintained - C,SHORT BROS. & HARLAND,SD3 30,IMC,4,10,57
20170508X85232,2017,2330,MA,421236N,0007100W,401,121,CPLT,52,,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel - C,AIRBUS,A320 232,VMC,,,0
20170510X50406,2017,1738,,,,300,121,,,,,0,,AIRBUS,A321,,,,0
20170522X84520,2017,2015,AK,625610N,0150414W,553,135,PLT,53,M,CL2,0,Environmental issues-Physical environment-Runway/land/takeoff/taxi surface-Snow/slush/ice covered surface-Decision related to condition - C,DEHAVILLAND,DHC 2,VMC,,10,45
20170523X12020,2017,118,NC,355239N,0784754W,551,121,CPLT,43,M,CL1,0,Personnel issues-Action/decision-Action-Incorrect action sequence-Copilot - C,BOEING,757,VMC,13,10,79
20170523X15143,2017,30,TX,305927N,0933938W,402,121,CPLT,42,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel - C,AIRBUS,A319 132,IMC,,,0
20170523X54233,2017,223,AK,682817N,1621330W,250,135,PLT,35,M,CL2,0,Not determined-Not determined-(general)-(general)-Unknown/Not determined - C,CESSNA,U206F,VMC,9,10,55
20170524X92524,2017,500,GA,332252N,0815814W,551,135,PLT,71,M,CL2,0,Aircraft-Aircraft systems-Landing gear system-(general)-Not used/operated - C,BEECH,58,IMC,,10,70
20170531X60427,2017,1645,AK,591919N,1351222W,400,135,PLT,24,M,CL2,0,Environmental issues-Physical environment-Object/animal/substance-Animal(s)/bird(s)-Ability to respond/compensate - C,CESSNA,208,VMC,3,10,48
20170603X52449,2017,1817,PR,182737N,0655822W,350,135,PLT,22,M,CL1,1,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Airspeed-Not attained/maintained - C,PIPER,PA23,VMC,17,10,88
20170607X22245,2017,950,,354619N,1402334E,402,121,,,,,0,Aircraft-Aircraft power plant-Engine (turbine/turboprop)-Compressor section-Fatigue/wear/corrosion - C,BOEING,747 451,Unk,,,0
20170608X90705,2017,1255,DC,385655N,0077271W,400,121,,,,,0,Aircraft-Aircraft power plant-Engine (turbine/turboprop)-Accessory drives-Failure - C,BOEING,737 7H4,Unk,,,0
20170612X10422,2017,2250,IL,415925N,0875417W,300,121,,,,,0,Aircraft-Aircraft power plant-Engine (turbine/turboprop)-Combustion section-Fatigue/wear/corrosion - C,BOMBARDIER INC,CL 600 2C10,Unk,20,,90
20170612X33614,2017,1130,AK,581143N,1362054W,550,135,PLT,45,M,CL2,0,Environmental issues-Physical environment-Runway/land/takeoff/taxi surface-Choppy surface-Effect on operation - C,CESSNA,208,VMC,9,15,46
20170620X12549,2017,2130,AK,553155N,1303528W,300,135,PLT,30,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Altitude-Not attained/maintained - C,DEHAVILLAND,DHC-2,VMC,8,10,63
20170621X95331,2017,1915,AK,595158N,0015377W,550,135,PLT,47,M,CL2,0,Environmental issues-Physical environment-Runway/land/takeoff/taxi surface-(general)-Decision related to condition - C,CESSNA,207,VMC,12,30,59
